registro_id,persona_id,nombre_apellido,area,lider_responsable,proyecto_id,proyecto_nombre,categoria_proyecto,fecha,tiempo_horas,fuente,estado,observaciones
98f6b520-f350-4583-a27b-086d4b946340,PER-0014,Iván Rivera,Calidad,Andrea Salcedo,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2024-06-21,14.94,Smartsheet,confirmado,Atraso menor
31b3e457-c277-4b46-b0d4-b8b2c3baebcf,PER-0036,Sofía Guerrero,Investigación,Natalia Duarte,PRJ-2025-026,Seguridad Implementación,mantenimiento,2024-07-13,13.45,Smartsheet,confirmado,Completado a tiempo
cc8e46a4-bb97-4839-af2e-b5ac1a4ef92c,PER-0115,Fernando Rodríguez,Recursos Humanos,Laura Ospina,PRJ-2025-024,Infraestructura Cloud Piloto,evolutivo,2024-05-11,6.45,Smartsheet,corregido,
2bc51698-4287-4a9d-b1d1-d4a86cecf25b,PER-0039,Stephanie Rivera,Operaciones,Carlos Mendoza,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2024-12-13,10.57,Smartsheet,rechazado,Parcialmente ejecutado
40fb2195-27ec-4604-a863-776c5ad1cd7e,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-034,Seguridad Fase I,evolutivo,2024-11-08,12.12,Smartsheet,rechazado,Revisión pendiente
f1444d19-6fd7-4d46-9108-cabcdc5a027d,PER-0023,Héctor Pérez,Administrativo,Paola Herrera,PRJ-2025-013,Optimización Procesos Piloto,mantenimiento,2024-08-11,10.0,Smartsheet,pendiente,OK
03ff3447-d94b-4c7e-b8ae-b47c6c090dfe,PER-0088,Andrés Díaz,Administrativo,Paola Herrera,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-09-01,4.96,Smartsheet,confirmado,OK
f12b27f2-6793-4a45-b03c-25e4fa0a601a,PER-0037,Gabriel Muñoz,Administrativo,Paola Herrera,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-11-14,6.9,Smartsheet,confirmado,Revisión pendiente
d9f1716a-5d17-4c3e-8096-dc88806d68f4,PER-0111,Gabriel García,Investigación,Natalia Duarte,PRJ-2025-050,Mejora Continua Piloto,administrativo,2025-04-15,93.83,Smartsheet,confirmado,Completado a tiempo
831b7aaf-b4c5-45a7-8bc6-f0f2a6eb801c,PER-0055,Jorge Torres,Infraestructura,Diego Castillo,PRJ-2025-058,Infraestructura Cloud Fase I,soporte,2024-11-09,45.38,Smartsheet,confirmado,
171d0acc-493e-498a-908a-fcc16f5762c3,PER-0085,Luis Ríos,Administrativo,Paola Herrera,PRJ-2025-054,Transformación Digital Fase I,mantenimiento,2024-11-08,4.95,Smartsheet,confirmado,
cb65c28d-7139-4323-a130-8873c82fddbc,PER-0036,Sofía Guerrero,Investigación,Natalia Duarte,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2025-04-01,15.14,Smartsheet,pendiente,Sin novedad
c0bd7720-9ce6-4b08-9961-59fd061ffc05,PER-0085,Luis Ríos,Administrativo,Paola Herrera,PRJ-2025-021,Seguridad Piloto,experimento,2025-04-14,0.69,Smartsheet,pendiente,Bloqueado por dependencia
182b5ef5-b004-4922-b453-3e36f8b894bb,PER-0044,Daniel Torres,Infraestructura,Diego Castillo,PRJ-2025-047,Análisis de Datos Piloto,otros,2024-08-22,13.11,Smartsheet,confirmado,Atraso menor
d74e3502-e077-4aab-956f-f21bba2e472f,PER-0038,Sofía Aguilar,Operaciones,Carlos Mendoza,PRJ-2025-007,Bienestar Fase II,proyecto,2024-12-28,2.44,Smartsheet,confirmado,
e38bde55-c0f0-4c2c-b996-15e3c6615f7e,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-015,Mejora Continua Expansión,proyecto,2024-10-05,7.15,Smartsheet,confirmado,OK
b38dcb54-6ab8-451f-b5af-6495555c1be0,PER-0061,Adriana Ríos,Operaciones,Carlos Mendoza,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2024-08-08,7.01,Smartsheet,confirmado,
c93e6f0d-c82b-44ca-98a0-629d295b2ff0,PER-0053,Ximena Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2024-12-21,6.97,Smartsheet,confirmado,
47027ec3-595c-4161-9a2a-5011a5c74668,PER-0058,Iván Torres,Investigación,Natalia Duarte,PRJ-2025-018,Análisis de Datos Piloto,soporte,2024-08-16,9.35,Smartsheet,confirmado,Sin novedad
e506ae4d-f0b3-4526-b791-d94d704162ac,PER-0055,Jorge Torres,Infraestructura,Diego Castillo,PRJ-2025-031,Seguridad Revisión,otros,2024-11-13,4.5,Smartsheet,confirmado,
975a1ba2-af09-4e13-97ad-c1597d1eee25,PER-0001,Andrés Sánchez,Desarrollo,Juliana Torres,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2024-09-05,7.08,Smartsheet,confirmado,
08580e14-3116-4955-8610-b6955e653270,PER-0038,Sofía Aguilar,Operaciones,Carlos Mendoza,PRJ-2025-030,Automatización Revisión,mantenimiento,2025-01-22,3.03,Smartsheet,confirmado,
7f5b341e-1509-42c3-a229-a2421c1db105,PER-0117,Santiago Mora,Recursos Humanos,Laura Ospina,PRJ-2025-059,Transformación Digital Expansión,administrativo,2024-11-23,102.66,Smartsheet,pendiente,Sin novedad
484d639f-2301-40eb-b6cb-cf1b12a2b6e4,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2024-09-08,0.0,Smartsheet,confirmado,OK
34f0d2c4-be27-430b-91dd-14f295b1c494,PER-0071,Valentina Mora,Operaciones,Carlos Mendoza,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2024-12-29,0.0,Smartsheet,confirmado,Sin novedad
35c9fc42-7455-4f60-8813-ff71d7ee30f2,PER-0107,Paula Hernández,Soporte,Miguel Ríos,PRJ-2025-058,Infraestructura Cloud Fase I,soporte,2024-06-23,5.13,Smartsheet,pendiente,Bloqueado por dependencia
cc3edc50-486e-4fea-bb69-11da8a00dea8,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-046,Gestión del Cambio Fase II,otros,2024-11-26,0.8,Smartsheet,confirmado,OK
aaa02952-3f49-4eb2-8f8c-6f60e5a05786,PER-0107,Paula Hernández,Soporte,Miguel Ríos,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2025-04-08,7.62,Smartsheet,confirmado,Completado a tiempo
242d7bed-1c00-4411-a090-fbeaabab057b,PER-0034,Isabella Medina,Calidad,Andrea Salcedo,PRJ-2025-030,Automatización Revisión,mantenimiento,2024-05-26,1.81,Smartsheet,pendiente,
4b28d7d3-2ca1-4593-bd7b-dca300a85fd3,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2024-05-24,1.54,Smartsheet,confirmado,Requiere aprobación
6c2668bb-50fa-4f20-8231-245913fc6949,PER-0105,Sofía Pérez,Desarrollo,Juliana Torres,PRJ-2025-022,Automatización Piloto,proyecto,2024-08-02,3.5,Smartsheet,confirmado,Atraso menor
84f6e96b-3515-4725-9855-ca7453b55d66,PER-0015,Sebastián Ortiz,Desarrollo,Juliana Torres,PRJ-2025-009,Bienestar Expansión,ausentismos,2025-04-22,15.85,Smartsheet,confirmado,Sin novedad
b7440d3b-956f-442b-92db-de987a5431b8,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-023,Mejora Continua Revisión,proyecto,2025-03-10,5.63,Smartsheet,confirmado,Revisión pendiente
a759e215-9d00-4a32-ac45-a31f41ca7527,PER-0009,Paula Ramírez,Investigación,Natalia Duarte,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2025-04-01,5.78,Smartsheet,corregido,Requiere aprobación
a5ca27f6-c3eb-40c5-865c-aaac0a8be604,PER-0067,María Muñoz,Soporte,Miguel Ríos,PRJ-2025-034,Seguridad Fase I,evolutivo,2025-04-18,8.76,Smartsheet,confirmado,Revisión pendiente
ca4172cb-c062-4499-8436-80f5eeb8a16b,PER-0002,Sofía Ramírez,Comercial,Felipe Vargas,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2024-07-20,4.02,Smartsheet,confirmado,
3965b980-6b61-4e87-8f8e-4e8ffc28606c,PER-0065,Gabriel Suárez,Comercial,Felipe Vargas,PRJ-2025-015,Mejora Continua Expansión,proyecto,2025-02-06,11.23,Smartsheet,rechazado,OK
44bdf70b-5a08-4632-a9f3-1b9c9f74f150,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2025-03-31,3.53,Smartsheet,corregido,Bloqueado por dependencia
52d3411e-7033-4d81-bdaa-f5e9f0cf4b5c,PER-0084,Tatiana Suárez,Recursos Humanos,Laura Ospina,PRJ-2025-043,Análisis de Datos Implementación,evolutivo,2024-12-20,39.25,Smartsheet,confirmado,Requiere aprobación
a92d6659-fa29-41e6-83dd-3b49a63e4eef,PER-0092,Melissa Rivera,Operaciones,Carlos Mendoza,PRJ-2025-029,Análisis de Datos Fase II,experimento,2024-06-28,135.51,Smartsheet,confirmado,
3a6829a5-65a8-4341-9308-9f4aea5c0067,PER-0115,Fernando Rodríguez,Recursos Humanos,Laura Ospina,PRJ-2025-011,Gestión del Cambio Piloto,administrativo,2025-01-08,5.88,Smartsheet,corregido,
a2693c8f-d8fd-4757-8a89-5c07177bc0f4,PER-0059,Valentina Flores,Administrativo,Paola Herrera,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-08-06,8.86,Smartsheet,pendiente,Atraso menor
bc135d38-cf8f-468a-aac4-a4778da55fe8,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-001,Gestión del Cambio Fase I,mantenimiento,2025-01-27,12.43,Smartsheet,rechazado,Atraso menor
3559c337-6ada-4b5e-9dca-5eaf323c43f6,PER-0094,Tatiana Rojas,Comercial,Felipe Vargas,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-07-05,5.43,Smartsheet,confirmado,Bloqueado por dependencia
64fee24b-05eb-4ba1-b448-966a14fecf96,PER-0036,Sofía Guerrero,Investigación,Natalia Duarte,PRJ-2025-026,Seguridad Implementación,mantenimiento,2024-10-23,44.98,Smartsheet,confirmado,Requiere aprobación
62ce7cd0-ca8d-4f82-aa6e-ff149ea5420c,PER-0092,Melissa Rivera,Operaciones,Carlos Mendoza,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2025-02-08,9.61,Smartsheet,corregido,Atraso menor
dc293a7d-68eb-4149-aae8-454873e48daf,PER-0065,Gabriel Suárez,Comercial,Felipe Vargas,PRJ-2025-035,Bienestar Expansión,administrativo,2025-04-21,13.68,Smartsheet,pendiente,Completado a tiempo
49ca236a-b988-49f4-a9df-7d8faaca2398,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-055,Análisis de Datos Revisión,ausentismos,2024-12-03,12.18,Smartsheet,pendiente,
f39c4bce-5d80-4165-bfa3-f04e188b0398,PER-0037,Gabriel Muñoz,Administrativo,Paola Herrera,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2024-09-06,0.97,Smartsheet,confirmado,Bloqueado por dependencia
9d349d3e-f788-47a9-90a6-5418e267723e,PER-0096,Héctor Rojas,Otros,Roberto Gómez,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2025-02-12,4.33,Smartsheet,confirmado,Requiere aprobación
587c2321-2111-4872-bdc7-5fc649ab4c60,PER-0071,Valentina Mora,Operaciones,Carlos Mendoza,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2024-05-07,9.62,Smartsheet,confirmado,Requiere aprobación
b705d51d-ccaf-419d-85b7-c710a57f7437,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-038,Análisis de Datos Fase II,experimento,2025-02-04,9.57,Smartsheet,confirmado,OK
7c1c8fca-946b-4f0b-bba6-378e7066ff2f,PER-0049,Daniel Castro,Calidad,Andrea Salcedo,PRJ-2025-003,Bienestar Implementación,administrativo,2024-12-06,101.32,Smartsheet,confirmado,Revisión pendiente
b4b4c7fc-140c-46a5-a8f3-67a2b03f43b4,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-060,Análisis de Datos Implementación,soporte,2025-03-17,13.3,Smartsheet,confirmado,
1a13a6ad-704d-4719-8ae7-41f76cdfc6ad,PER-0024,Camila Guerrero,Desarrollo,Juliana Torres,PRJ-2025-034,Seguridad Fase I,evolutivo,2024-06-04,9.27,Smartsheet,pendiente,
7ce10acd-a0ee-4b27-94eb-536dbfb53e1c,PER-0038,Sofía Aguilar,Operaciones,Carlos Mendoza,PRJ-2025-014,Transformación Digital Implementación,administrativo,2025-03-13,108.41,Smartsheet,rechazado,Bloqueado por dependencia
a4c48e2a-9a65-47b0-adb5-9e2a6e7f6c78,PER-0006,Mateo Ramírez,Desarrollo,Juliana Torres,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2024-10-12,6.47,Smartsheet,confirmado,Parcialmente ejecutado
ecbb1d27-bacc-44d4-95ec-fd88da489899,PER-0063,Jorge Mora,Soporte,Miguel Ríos,PRJ-2025-003,Bienestar Implementación,experimento,2024-09-29,28.32,Smartsheet,confirmado,
93052cb7-fc0f-4961-8d8f-b127017b193f,PER-0009,Paula Ramírez,Investigación,Natalia Duarte,PRJ-2025-014,Transformación Digital Implementación,proyecto,2025-04-09,9.71,Smartsheet,rechazado,Sin novedad
c7ecc91d-4f3e-4d7b-a6dd-b2cc4ee4f238,PER-0083,Germán Flores,Calidad,Andrea Salcedo,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-06-06,9.23,Smartsheet,pendiente,Bloqueado por dependencia
8cafaa67-ba8f-4665-a117-77d30951bdd4,PER-0117,Santiago Mora,Recursos Humanos,Laura Ospina,PRJ-2025-017,Análisis de Datos Fase I,administrativo,2025-05-18,110.21,Smartsheet,pendiente,
e8986134-a92c-404b-bdde-529917363a27,PER-0109,Luis Herrera,Desarrollo,Juliana Torres,PRJ-2025-005,Automatización Fase I,proyecto,2024-10-31,22.79,Smartsheet,confirmado,
410bf92c-04cf-410a-9135-689e1d9325c9,PER-0085,Luis Ríos,Administrativo,Paola Herrera,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-12-29,2.15,Smartsheet,confirmado,
48e562b3-c755-4d00-acad-704dad46917a,PER-0114,Carolina Pérez,Infraestructura,,PRJ-2025-059,Transformación Digital Expansión,ausentismos,2025-03-28,7.62,Smartsheet,confirmado,OK
20744b97-deaa-4b9e-b34f-9b2c0db5b05b,PER-0040,Santiago Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-014,Transformación Digital Implementación,proyecto,2024-10-24,7.29,Smartsheet,confirmado,
4c2c8edd-d8f1-4ce9-8227-19f83ceec4b1,PER-0086,Luis López,Investigación,Natalia Duarte,PRJ-2025-052,Transformación Digital Fase I,administrativo,2025-02-15,70.49,Smartsheet,confirmado,
b0a2689b-ca10-48a0-85d9-43558b5a3d01,PER-0013,Santiago González,Administrativo,Paola Herrera,PRJ-2025-013,Optimización Procesos Piloto,mantenimiento,2025-02-22,2.98,Smartsheet,rechazado,
a5474be7-5b87-4dd8-b7d8-cfb558b11bf6,PER-0058,Iván Torres,Investigación,Natalia Duarte,PRJ-2025-022,Automatización Piloto,proyecto,2025-03-12,13.55,Smartsheet,confirmado,
7308abbe-7129-433d-b794-86bd04599172,PER-0101,Melissa Sánchez,Infraestructura,Diego Castillo,PRJ-2025-015,Mejora Continua Expansión,proyecto,2025-04-30,11.49,Smartsheet,confirmado,
997f93bc-3763-43ef-adf5-6bffc039fe06,PER-0040,Santiago Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-032,Seguridad Fase I,ausentismos,2025-02-07,5.34,Smartsheet,confirmado,OK
5df7ce18-8783-46e9-92a5-56f3d98d7452,PER-0094,Tatiana Rojas,Comercial,Felipe Vargas,PRJ-2025-005,Automatización Fase I,proyecto,2024-05-10,13.05,Smartsheet,confirmado,
5f50e205-ca5f-4704-8b08-af9d65b273a7,PER-0115,Fernando Rodríguez,Recursos Humanos,Laura Ospina,PRJ-2025-035,Bienestar Expansión,administrativo,2024-12-28,9.19,Smartsheet,confirmado,OK
1050c15f-23d3-4a1e-9dfb-d20f323028b3,PER-0051,Melissa López,Operaciones,Carlos Mendoza,PRJ-2025-024,Infraestructura Cloud Piloto,evolutivo,2025-01-13,2.29,Smartsheet,confirmado,
57c54157-b9a9-4fd2-84ff-2c4af2dc693d,PER-0073,Sofía Rodríguez,Comercial,Felipe Vargas,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2025-04-03,25.36,Smartsheet,confirmado,
6ce6e909-9a35-455e-b1e5-f57671d23711,PER-0030,Mateo Guerrero,Administrativo,Paola Herrera,PRJ-2025-003,Bienestar Implementación,experimento,2025-04-08,7.31,Smartsheet,corregido,
ab4065c7-503d-4f8b-827a-3f94d62b500c,PER-0091,Sofía Martínez,Operaciones,Carlos Mendoza,PRJ-2025-034,Seguridad Fase I,evolutivo,2025-03-21,14.68,Smartsheet,confirmado,OK
b597ec85-8969-4d07-8d28-d57c0b56f448,PER-0067,María Muñoz,Soporte,Miguel Ríos,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2024-11-09,30.27,Smartsheet,rechazado,
45dd36b6-be00-4727-8fa1-3b044936ea23,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-009,Bienestar Expansión,ausentismos,2024-12-12,1.08,Smartsheet,pendiente,
06e54407-0ad9-4b77-8501-e6a948936bb4,PER-0030,Mateo Guerrero,Administrativo,Paola Herrera,PRJ-2025-027,Transformación Digital Fase I,mantenimiento,2024-10-17,11.85,Smartsheet,confirmado,
188a6338-bc25-4fdc-aad1-027b1b1aba34,PER-0074,Fernando Díaz,Calidad,Andrea Salcedo,PRJ-2025-038,Análisis de Datos Fase II,experimento,2024-07-22,4.34,Smartsheet,confirmado,Revisión pendiente
87344615-6d2b-42e1-a054-2f639f7abc9f,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-047,Análisis de Datos Piloto,otros,2025-04-04,15.58,Smartsheet,confirmado,Atraso menor
f2b456eb-82b9-4fc9-ada8-6a5fc6dc15cd,PER-0102,Tatiana Suárez,Operaciones,Carlos Mendoza,PRJ-2025-038,Análisis de Datos Fase II,experimento,2024-08-02,12.09,Smartsheet,confirmado,
4b6a0dae-826c-4015-b150-d90759fb726c,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-007,Bienestar Fase II,proyecto,2024-05-09,6.95,Smartsheet,confirmado,Revisión pendiente
fb5d290c-3c91-4c47-b961-cca2620822b1,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-051,Seguridad Implementación,administrativo,2025-01-28,1.38,Smartsheet,rechazado,Sin novedad
1e53ef49-9331-44d1-9e89-11ca8e541716,PER-0067,María Muñoz,Soporte,Miguel Ríos,PRJ-2025-027,Transformación Digital Fase I,mantenimiento,2024-11-06,60.65,Smartsheet,confirmado,OK
fc650c96-2a32-4b08-8323-c19c38845c5c,PER-0055,Jorge Torres,Infraestructura,Diego Castillo,PRJ-2025-009,Bienestar Expansión,ausentismos,2024-09-08,2.24,Smartsheet,confirmado,Revisión pendiente
7cc4b64d-9ec5-49bb-bdab-610d7eccd63a,PER-0074,Fernando Díaz,Calidad,Andrea Salcedo,PRJ-2025-034,Seguridad Fase I,evolutivo,2024-06-30,3.31,Smartsheet,confirmado,Completado a tiempo
e7e520fd-6d83-4ba6-9c1f-6ea006498165,PER-0110,Valentina Rodríguez,Investigación,Natalia Duarte,PRJ-2025-035,Bienestar Expansión,administrativo,2024-12-03,5.09,Smartsheet,confirmado,
14f62a24-2053-4772-9518-87ce8e3790f0,PER-0072,Fernando Aguilar,Administrativo,Paola Herrera,PRJ-2025-036,Experiencia Cliente Fase II,evolutivo,2025-01-03,2.8,Smartsheet,pendiente,Parcialmente ejecutado
a8810fc5-7989-473e-a150-30bc9962da62,PER-0101,Melissa Sánchez,Infraestructura,Diego Castillo,PRJ-2025-045,Experiencia Cliente Fase I,proyecto,2024-07-22,4.31,Smartsheet,confirmado,
5f29ee67-05a3-4bb6-8bf4-335cad722e87,PER-0082,Iván Sánchez,Investigación,Natalia Duarte,PRJ-2025-001,Gestión del Cambio Fase I,mantenimiento,2024-06-16,11.77,Smartsheet,confirmado,Sin novedad
4a0fe219-6ebc-4401-a247-815d2470e6fa,PER-0079,Isabella Torres,Investigación,Natalia Duarte,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2025-01-22,7.73,Smartsheet,confirmado,Completado a tiempo
cf7404a1-ddca-40d4-b3e0-b1e108d19133,PER-0025,Iván Flores,Calidad,Andrea Salcedo,PRJ-2025-003,Bienestar Implementación,experimento,2025-03-03,5.74,Smartsheet,corregido,
e688c6ce-11cb-497b-ba73-e93df9c9e6f9,PER-0036,Sofía Guerrero,Investigación,Natalia Duarte,PRJ-2025-050,Mejora Continua Piloto,mantenimiento,2024-11-21,3.46,Smartsheet,confirmado,
1fd143c5-52ed-47df-b243-7b5ccfac61ed,PER-0107,Paula Hernández,Soporte,Miguel Ríos,PRJ-2025-036,Experiencia Cliente Fase II,evolutivo,2025-02-23,7.72,Smartsheet,confirmado,
aec2b4cb-adfe-441c-a5bd-b8c3abedb61a,PER-0053,Ximena Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-033,Mejora Continua Revisión,proyecto,2024-06-24,4.27,Smartsheet,confirmado,Completado a tiempo
d5f77841-77dc-4632-9fca-72ea565e186f,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-029,Análisis de Datos Fase II,experimento,2024-11-10,6.27,Smartsheet,confirmado,
a68d4718-2450-45e4-bd8c-c0ec85e948fb,PER-0015,Sebastián Ortiz,Desarrollo,Juliana Torres,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2024-06-04,6.41,Smartsheet,confirmado,Completado a tiempo
81bde84c-ec53-452b-85e5-eb2e46440953,PER-0032,Ximena Suárez,Desarrollo,Juliana Torres,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2024-06-17,6.12,Smartsheet,confirmado,Atraso menor
d3d7624d-48e3-47ab-b0af-ba624c638c5c,PER-0096,Héctor Rojas,Otros,Roberto Gómez,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2024-08-06,2.0,Smartsheet,confirmado,Atraso menor
364e7181-26b9-425c-921f-16ada8347a84,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-007,Bienestar Fase II,proyecto,2024-07-01,59.25,Smartsheet,confirmado,Requiere aprobación
13315cb9-b748-45b1-89b9-166c2cb98b93,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-058,Infraestructura Cloud Fase I,soporte,2025-02-19,47.41,Smartsheet,confirmado,
9065190c-1075-44e7-beff-10caf1c71f25,PER-0103,Camila Ortiz,Desarrollo,Juliana Torres,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2024-12-31,18.08,Smartsheet,confirmado,Requiere aprobación
7e43247b-2b1b-4c0b-894f-217d00b24b39,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-001,Gestión del Cambio Fase I,mantenimiento,2024-05-07,11.04,Smartsheet,confirmado,
bc3bba01-f632-4563-b512-a86ce8de5cfc,PER-0079,Isabella Torres,Investigación,Natalia Duarte,PRJ-2025-022,Automatización Piloto,proyecto,2024-11-04,3.68,Smartsheet,confirmado,Bloqueado por dependencia
58ec7629-e110-4b64-9f5c-1cde9a5a2c4f,PER-0105,Sofía Pérez,Desarrollo,Juliana Torres,PRJ-2025-007,Bienestar Fase II,proyecto,2024-09-16,12.44,Smartsheet,confirmado,
acf77842-b674-4973-8617-0111bbf10881,PER-0054,David Reyes,Recursos Humanos,Laura Ospina,PRJ-2025-032,Seguridad Fase I,ausentismos,2024-07-08,70.36,Smartsheet,confirmado,Sin novedad
6c6d4738-8b77-4fe8-84aa-50b233ef1547,PER-0013,Santiago González,Administrativo,Paola Herrera,PRJ-2025-045,Experiencia Cliente Fase I,proyecto,2024-07-23,6.6,Smartsheet,confirmado,Completado a tiempo
5aa1cac5-829c-4115-afd0-fc7b685d575b,PER-0045,Sofía Sánchez,Soporte,Miguel Ríos,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-11-27,7.01,Smartsheet,confirmado,Requiere aprobación
14bb65b3-b3c1-41a4-95e3-7e9a3d233b1d,PER-0042,Mateo Suárez,Administrativo,Paola Herrera,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2025-01-17,6.02,Smartsheet,confirmado,
c526c5e0-8db7-403c-bf7c-c9c0e0a28177,PER-0104,Stephanie Gutiérrez,Administrativo,Paola Herrera,PRJ-2025-060,Análisis de Datos Implementación,soporte,2024-10-20,5.09,Smartsheet,confirmado,Completado a tiempo
eaae3fe8-bcc9-4c5d-9004-3d651b7ea507,PER-0078,Tatiana Rojas,Soporte,Miguel Ríos,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2024-11-19,3.84,Smartsheet,confirmado,
2e8556e3-fe13-430c-b723-44bc623ae820,PER-0003,Adriana López,Soporte,Miguel Ríos,PRJ-2025-009,Bienestar Expansión,ausentismos,2024-08-29,15.52,Smartsheet,confirmado,Revisión pendiente
192ca632-e696-416a-a392-8656051a7181,PER-0004,Sebastián Díaz,Investigación,Natalia Duarte,PRJ-2025-050,Mejora Continua Piloto,mantenimiento,2024-11-20,7.97,Smartsheet,confirmado,
03afae80-ca80-4257-8a3b-b08a2c0d36cb,PER-0095,Marcela González,Calidad,Andrea Salcedo,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2025-05-28,9.05,Smartsheet,confirmado,Completado a tiempo
de3cad4b-0d6c-4788-8e2a-96a4b172ae8b,PER-0071,Valentina Mora,Operaciones,Carlos Mendoza,PRJ-2025-029,Análisis de Datos Fase II,experimento,2024-07-09,60.65,Smartsheet,confirmado,Completado a tiempo
706e2795-02eb-4bca-ab4a-f397a8f0af15,PER-0117,Santiago Mora,Recursos Humanos,Laura Ospina,PRJ-2025-023,Mejora Continua Revisión,proyecto,2025-01-02,6.54,Smartsheet,confirmado,Atraso menor
a4f75710-a54c-459d-add4-913e5952592b,PER-0045,Sofía Sánchez,Soporte,Miguel Ríos,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2024-12-27,5.66,Smartsheet,pendiente,Revisión pendiente
236d5e3e-7378-461c-a958-7f91cc98578d,PER-0071,Valentina Mora,Operaciones,Carlos Mendoza,PRJ-2025-024,Infraestructura Cloud Piloto,evolutivo,2024-08-05,4.7,Smartsheet,confirmado,
5aaa7c3c-8479-4bf6-9cb7-a61ef3511bc1,PER-0055,Jorge Torres,Infraestructura,Diego Castillo,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2024-08-31,6.5,Smartsheet,confirmado,
0b52eb6d-4227-492f-95f4-b3804e249219,PER-0025,Iván Flores,Calidad,Andrea Salcedo,PRJ-2025-055,Análisis de Datos Revisión,ausentismos,2024-06-05,2.67,Smartsheet,confirmado,
eb6e7344-7dfc-41e1-91ba-bcfabb75b5a9,PER-0007,Ximena García,Investigación,Natalia Duarte,PRJ-2025-035,Bienestar Expansión,administrativo,2024-05-12,1.27,Smartsheet,confirmado,Requiere aprobación
52f7c7da-3e8a-4032-9fdc-3ed5f7041361,PER-0054,David Reyes,Recursos Humanos,Laura Ospina,PRJ-2025-020,Bienestar Revisión,mantenimiento,2025-01-11,45.68,Smartsheet,confirmado,OK
