registro_id,persona_id,nombre_apellido,area,lider_responsable,proyecto_id,proyecto_nombre,categoria_proyecto,fecha,tiempo_horas,fuente,estado,observaciones,timestamp_registro
2a766b69-bde4-429b-8a6a-c5606126a445,PER-0098,Mateo López,Recursos Humanos,Laura Ospina,PRJ-2025-057,Experiencia Cliente Expansión,proyecto,2024-05-24,0.89,SQL_app,confirmado,Sin novedad,2024-05-24 17:18:53
df1ecc92-b7f7-42be-bbef-7d8e09f1013f,PER-0105,Sofía Pérez,Desarrollo,Juliana Torres,PRJ-2025-022,Automatización Piloto,proyecto,2024-08-02,5.96,SQL_app,confirmado,Parcialmente ejecutado,2024-08-02 08:56:33
2449a857-d293-4a51-9189-0e16d2ec22d8,PER-0009,Paula Ramírez,Investigación,Natalia Duarte,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2025-04-01,5.53,SQL_app,corregido,,2025-04-01 12:36:06
6af04134-3c5f-446c-8006-6fb2e9bea652,PER-0067,María Muñoz,Soporte,Miguel Ríos,PRJ-2025-034,Seguridad Fase I,evolutivo,2025-04-18,8.36,SQL_app,pendiente,Atraso menor,2025-04-18 10:06:11
b73522c1-ec77-4444-bef9-91500c112584,PER-0065,Gabriel Suárez,Comercial,Felipe Vargas,PRJ-2025-015,Mejora Continua Expansión,proyecto,2025-02-06,28.45,SQL_app,pendiente,Revisión pendiente,2025-02-06 13:39:44
f5a5470d-ca9d-4398-8237-55c828e25ecd,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2025-03-31,0.59,SQL_app,confirmado,Revisión pendiente,2025-03-31 17:28:11
f39272e5-987e-46ee-96a2-84932e087ccd,PER-0084,Tatiana Suárez,Recursos Humanos,Laura Ospina,PRJ-2025-043,Análisis de Datos Implementación,evolutivo,2024-12-20,89.21,SQL_app,confirmado,,2024-12-20 17:42:38
fb47e3a1-9697-422b-8b9b-0966f2c6e150,PER-0092,Melissa Rivera,Operaciones,Carlos Mendoza,PRJ-2025-029,Análisis de Datos Fase II,experimento,2024-06-28,370.32,SQL_app,confirmado,Revisión pendiente,2024-06-28 11:52:00
8663cc0e-8e92-4fc8-933f-225630ac3665,PER-0059,Valentina Flores,Administrativo,Paola Herrera,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-08-06,23.94,SQL_app,confirmado,Sin novedad,2024-08-06 12:01:35
22192d8e-b83c-4bd1-8179-0442dfd14dcc,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-001,Gestión del Cambio Fase I,mantenimiento,2025-01-27,30.25,SQL_app,confirmado,,2025-01-27 17:17:05
dcfdc058-1b41-4b68-ba05-30bd25dc7e5a,PER-0094,Tatiana Rojas,Comercial,Felipe Vargas,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-07-05,12.88,SQL_app,confirmado,Revisión pendiente,2024-07-05 15:30:51
b042228e-3fd3-4bbd-b311-1c9077de1ec2,PER-0092,Melissa Rivera,Operaciones,Carlos Mendoza,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2025-02-08,12.83,SQL_app,confirmado,Requiere aprobación,2025-02-08 08:16:53
b7a24e74-88c7-4af1-a7d7-a704587515eb,PER-0065,Gabriel Suárez,Comercial,Felipe Vargas,PRJ-2025-035,Bienestar Expansión,administrativo,2025-04-21,8.99,SQL_app,pendiente,Completado a tiempo,2025-04-21 17:57:02
91b6dc92-6ad3-469a-b542-121b247fb535,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-055,Análisis de Datos Revisión,ausentismos,2024-12-03,31.41,SQL_app,confirmado,Sin novedad,2024-12-03 16:25:58
d8c6f22e-71ef-4ca2-8f7c-a390d98896d9,PER-0037,Gabriel Muñoz,Administrativo,Paola Herrera,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2024-09-06,2.59,SQL_app,pendiente,OK,2024-09-06 08:42:12
13603b2a-c508-49d2-b020-8b4cbd8fe9b7,PER-0071,Valentina Mora,Operaciones,Carlos Mendoza,PRJ-2025-004,Transformación Digital Expansión,evolutivo,2024-05-07,23.68,SQL_app,confirmado,,2024-05-07 15:03:39
f36b8202-9eeb-4b48-ad33-69ba923b3a5d,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-038,Análisis de Datos Fase II,experimento,2025-02-04,18.95,SQL_app,pendiente,,2025-02-04 13:49:11
910a44f3-614b-40bc-9bcc-f90d654af8fa,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-060,Análisis de Datos Implementación,soporte,2025-03-17,34.61,SQL_app,confirmado,Revisión pendiente,2025-03-17 18:23:14
35681073-b921-4bfe-ad4a-177e6b075008,PER-0024,Camila Guerrero,Desarrollo,Juliana Torres,PRJ-2025-034,Seguridad Fase I,evolutivo,2024-06-04,18.06,SQL_app,confirmado,Revisión pendiente,2024-06-04 18:28:56
c3f3a618-d902-45d2-b270-1f5ec32257ca,PER-0038,Sofía Aguilar,Operaciones,Carlos Mendoza,PRJ-2025-014,Transformación Digital Implementación,proyecto,2025-03-13,54.77,SQL_app,confirmado,OK,2025-03-13 18:55:31
b2813c79-eaea-483e-9626-33304c2f6630,PER-0006,Mateo Ramírez,Desarrollo,Juliana Torres,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2024-10-12,14.25,SQL_app,corregido,OK,2024-10-12 11:01:25
4a563598-391a-4d64-afbe-24685960b4b8,PER-0063,Jorge Mora,Soporte,Miguel Ríos,PRJ-2025-003,Bienestar Implementación,experimento,2024-09-29,79.75,SQL_app,confirmado,OK,2024-09-29 09:59:20
60e28abd-2d50-4039-86d1-49939588c965,PER-0009,Paula Ramírez,Investigación,Natalia Duarte,PRJ-2025-014,Transformación Digital Implementación,proyecto,2025-04-09,11.05,SQL_app,confirmado,OK,2025-04-09 14:00:13
e51c2f27-1ec7-465e-a7a0-b223238f5397,PER-0083,Germán Flores,Calidad,Andrea Salcedo,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-06-06,23.66,SQL_app,confirmado,,2024-06-06 08:14:48
cc4176d4-9de2-474f-a309-0b7f4569c83a,PER-0117,Santiago Mora,Recursos Humanos,Laura Ospina,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2025-05-18,145.86,SQL_app,confirmado,Requiere aprobación,2025-05-18 13:07:12
e3ddab06-cdf2-42c4-a419-ce532ea835c4,PER-0109,Luis Herrera,Desarrollo,Juliana Torres,PRJ-2025-005,Automatización Fase I,proyecto,2024-10-31,16.7,SQL_app,confirmado,,2024-10-31 09:55:37
e1365bcd-4843-45df-ae0c-724c31f181e7,PER-0085,Luis Ríos,Administrativo,Paola Herrera,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-12-29,2.23,SQL_app,corregido,,2024-12-29 11:18:03
885199c7-b211-41c0-b26f-dbe5a06310e3,PER-0114,Carolina Pérez,Infraestructura,Diego Castillo,PRJ-2025-059,Transformación Digital Expansión,ausentismos,2025-03-28,5.99,SQL_app,confirmado,,2025-03-28 09:57:29
e04f408e-2e46-4edf-936e-7cdc55e74212,PER-0040,Santiago Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-014,Transformación Digital Implementación,proyecto,2024-10-24,16.39,SQL_app,confirmado,OK,2024-10-24 14:57:52
6be54684-c117-4b0e-bbac-4dfa9737605d,PER-0086,Luis López,Investigación,Natalia Duarte,PRJ-2025-052,Transformación Digital Fase I,administrativo,2025-02-15,127.45,SQL_app,confirmado,Atraso menor,2025-02-15 16:34:21
c74fce13-6a29-41a0-882f-28e8a117fa46,PER-0013,Santiago González,Administrativo,Paola Herrera,PRJ-2025-013,Optimización Procesos Piloto,mantenimiento,2025-02-22,6.65,SQL_app,confirmado,Bloqueado por dependencia,2025-02-22 15:15:56
aed4c71d-df0f-4f57-9228-90141db52b2d,PER-0058,Iván Torres,Investigación,Natalia Duarte,PRJ-2025-022,Automatización Piloto,proyecto,2025-03-12,5.87,SQL_app,confirmado,Parcialmente ejecutado,2025-03-12 18:01:31
d5ba19f0-8641-48c4-97d1-7bb0d094d619,PER-0040,Santiago Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-032,Seguridad Fase I,ausentismos,2025-02-07,12.7,SQL_app,confirmado,Parcialmente ejecutado,2025-02-07 14:44:03
370d1a66-7786-48ec-9ca0-00993105ed77,PER-0051,Melissa López,Operaciones,Carlos Mendoza,PRJ-2025-024,Infraestructura Cloud Piloto,evolutivo,2025-01-13,2.9,SQL_app,pendiente,,2025-01-13 07:23:48
54073424-65a0-4915-802a-724c33cfb68e,PER-0073,Sofía Rodríguez,Comercial,Felipe Vargas,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2025-04-03,2.7,SQL_app,confirmado,Requiere aprobación,2025-04-03 17:10:05
d632e72e-0afd-487f-945e-2f472fa0cd61,PER-0030,Mateo Guerrero,Administrativo,,PRJ-2025-003,Bienestar Implementación,experimento,2025-04-08,21.76,SQL_app,confirmado,OK,2025-04-08 17:16:25
5fadfd44-6483-42c2-b148-47f18e6bd381,PER-0091,Sofía Martínez,Operaciones,Carlos Mendoza,PRJ-2025-034,Seguridad Fase I,evolutivo,2025-03-21,25.71,SQL_app,confirmado,Atraso menor,2025-03-21 12:36:25
69f75b51-c64e-4291-9789-6a8da605ab00,PER-0067,María Muñoz,Soporte,Miguel Ríos,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2024-11-09,88.08,SQL_app,confirmado,Bloqueado por dependencia,2024-11-09 13:39:38
3a1d2161-94bb-4b8a-8839-f07df08b6b4a,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-009,Bienestar Expansión,ausentismos,2024-12-12,1.81,SQL_app,confirmado,Requiere aprobación,2024-12-12 07:38:44
fc08ba17-73f5-47ab-96bf-5515b7433519,PER-0030,Mateo Guerrero,Administrativo,Paola Herrera,PRJ-2025-027,Transformación Digital Fase I,mantenimiento,2024-10-17,26.26,SQL_app,confirmado,Completado a tiempo,2024-10-17 17:08:19
1f9bf90f-9be8-442e-a980-c01784c44a14,PER-0074,Fernando Díaz,Calidad,Andrea Salcedo,PRJ-2025-038,Análisis de Datos Fase II,experimento,2024-07-22,11.54,SQL_app,confirmado,Completado a tiempo,2024-07-22 12:28:40
ee09158c-3cff-403d-b2b9-cd7c55d4b9ca,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-047,Análisis de Datos Piloto,otros,2025-04-04,26.21,SQL_app,confirmado,Requiere aprobación,2025-04-04 09:15:57
c883a57d-5baa-4f34-9377-54d6b87d6351,PER-0017,Ximena Torres,Administrativo,Paola Herrera,PRJ-2025-007,Bienestar Fase II,proyecto,2024-05-09,11.66,SQL_app,corregido,,2024-05-09 16:28:17
09b003b3-eeac-489f-a2d8-2c4c9ed07ef4,PER-0055,Jorge Torres,Infraestructura,Diego Castillo,PRJ-2025-009,Bienestar Expansión,ausentismos,2024-09-08,2.7,SQL_app,confirmado,Parcialmente ejecutado,2024-09-08 13:34:09
f9751a4b-a451-4179-9b38-d5cd331477d2,PER-0110,Valentina Rodríguez,Investigación,Natalia Duarte,PRJ-2025-035,Bienestar Expansión,administrativo,2024-12-03,13.16,SQL_app,pendiente,Atraso menor,2024-12-03 12:33:36
3da41edf-ee21-40b1-8682-a4ae33212046,PER-0072,Fernando Aguilar,Administrativo,Paola Herrera,PRJ-2025-036,Experiencia Cliente Fase II,evolutivo,2025-01-03,1.87,SQL_app,confirmado,Sin novedad,2025-01-03 17:11:43
ac19fa00-12f0-45ec-bf32-af2233821e7c,PER-0101,Melissa Sánchez,Infraestructura,Diego Castillo,PRJ-2025-045,Experiencia Cliente Fase I,proyecto,2024-07-22,8.25,SQL_app,confirmado,Requiere aprobación,2024-07-22 13:24:46
5e4ff554-0063-47b7-aa0a-1e400b6426a5,PER-0082,Iván Sánchez,Investigación,Natalia Duarte,PRJ-2025-001,Gestión del Cambio Fase I,mantenimiento,2024-06-16,22.32,SQL_app,confirmado,Atraso menor,2024-06-16 18:21:54
49b2cc2e-c2d4-4834-a621-71b3883946ba,PER-0079,Isabella Torres,Investigación,Natalia Duarte,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2025-01-22,9.17,SQL_app,confirmado,,2025-01-22 12:52:52
600f7d8d-55c7-4b3e-ad6a-56a5c86f4971,PER-0025,Iván Flores,Calidad,Andrea Salcedo,PRJ-2025-003,Bienestar Implementación,experimento,2025-03-03,10.75,SQL_app,confirmado,Completado a tiempo,2025-03-03 13:53:55
aa133a99-4bb6-47d1-b59a-7d0e81204235,PER-0107,Paula Hernández,Soporte,Miguel Ríos,PRJ-2025-036,Experiencia Cliente Fase II,evolutivo,2025-02-23,5.75,SQL_app,confirmado,,2025-02-23 13:10:16
7e86a5ba-1298-4e37-b786-a16150db1507,PER-0053,Ximena Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-033,Mejora Continua Revisión,proyecto,2024-06-24,1.41,SQL_app,confirmado,Parcialmente ejecutado,2024-06-24 09:58:21
7edd1665-49e6-4640-96a1-3f77ca3878e8,PER-0015,Sebastián Ortiz,Desarrollo,Juliana Torres,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2024-06-04,7.87,SQL_app,confirmado,Requiere aprobación,2024-06-04 15:38:50
bdc75f06-23a8-419a-98e2-39f6024eff75,PER-0032,Ximena Suárez,Desarrollo,Juliana Torres,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2024-06-17,12.79,SQL_app,confirmado,Requiere aprobación,2024-06-17 12:01:41
f2fa7dd2-5d73-42b1-bab3-4158af33fe67,PER-0096,Héctor Rojas,Otros,Roberto Gómez,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2024-08-06,3.04,SQL_app,confirmado,Parcialmente ejecutado,2024-08-06 17:18:52
d772259a-68ef-44cb-a676-69028e3e56cc,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-007,Bienestar Fase II,proyecto,2024-07-01,130.66,SQL_app,rechazado,OK,2024-07-01 08:58:30
e06b12ef-641e-453c-aa09-354f7149f4e4,PER-0064,Melissa Suárez,Desarrollo,Juliana Torres,PRJ-2025-058,Infraestructura Cloud Fase I,soporte,2025-02-19,87.1,SQL_app,confirmado,,2025-02-19 07:05:53
8244163a-e48a-4b31-bafd-e9b1cc4818fe,PER-0103,Camila Ortiz,Desarrollo,Juliana Torres,PRJ-2025-028,Infraestructura Cloud Fase I,ausentismos,2024-12-31,20.9,SQL_app,confirmado,Bloqueado por dependencia,2024-12-31 08:13:46
9c75cb04-7f43-48a4-bc9b-c46566e67f18,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-001,Gestión del Cambio Fase I,mantenimiento,2024-05-07,6.66,SQL_app,pendiente,OK,2024-05-07 10:51:27
57d9036d-8b79-4d57-a306-abee7b4ed321,PER-0079,Isabella Torres,Investigación,Natalia Duarte,PRJ-2025-022,Automatización Piloto,administrativo,2024-11-04,106.73,SQL_app,confirmado,OK,2024-11-04 11:49:50
a3f780cc-bea4-4241-9ae8-b783b036fbec,PER-0105,Sofía Pérez,Desarrollo,Juliana Torres,PRJ-2025-007,Bienestar Fase II,proyecto,2024-09-16,4.39,SQL_app,confirmado,Parcialmente ejecutado,2024-09-16 15:03:38
0a9f14cb-2338-4b29-9a4b-6cb825083652,PER-0054,David Reyes,Recursos Humanos,Laura Ospina,PRJ-2025-032,Seguridad Fase I,ausentismos,2024-07-08,156.5,SQL_app,confirmado,Requiere aprobación,2024-07-08 13:10:56
4da0ef3a-f6f4-4652-927b-dc7e56b33dc0,PER-0013,Santiago González,Administrativo,Paola Herrera,PRJ-2025-045,Experiencia Cliente Fase I,proyecto,2024-07-23,3.28,SQL_app,confirmado,,2024-07-23 12:55:49
77de9ae4-1da5-473d-920c-a328a130e058,PER-0045,Sofía Sánchez,Soporte,Miguel Ríos,PRJ-2025-002,Análisis de Datos Fase I,experimento,2024-11-27,12.56,SQL_app,confirmado,Atraso menor,2024-11-27 14:45:21
34774975-ff31-4a24-a1bb-5305e87fbaf0,PER-0042,Mateo Suárez,Administrativo,Paola Herrera,PRJ-2025-044,Infraestructura Cloud Fase II,soporte,2025-01-17,9.51,SQL_app,confirmado,Sin novedad,2025-01-17 12:50:55
b26f4062-0cb7-4b3d-bbcc-805165b3783d,PER-0104,Stephanie Gutiérrez,Administrativo,Paola Herrera,PRJ-2025-060,Análisis de Datos Implementación,soporte,2024-10-20,5.19,SQL_app,confirmado,OK,2024-10-20 08:51:44
86ca6dd2-1411-447b-b181-5293da2d143e,PER-0003,Adriana López,Soporte,Miguel Ríos,PRJ-2025-009,Bienestar Expansión,ausentismos,2024-08-29,20.82,SQL_app,rechazado,,2024-08-29 11:23:40
7df199ec-cae5-45f3-b3ff-4127485155be,PER-0004,Sebastián Díaz,Investigación,Natalia Duarte,PRJ-2025-050,Mejora Continua Piloto,mantenimiento,2024-11-20,6.1,SQL_app,confirmado,OK,2024-11-20 12:55:20
963d343f-309b-45e2-89e3-b90eef5caf84,PER-0095,Marcela González,Calidad,Andrea Salcedo,PRJ-2025-019,Optimización Procesos Expansión,evolutivo,2025-05-28,133.99,SQL_app,confirmado,Atraso menor,2025-05-28 17:06:18
08af786f-1ca5-48bd-a032-27da30e82a59,PER-0071,Valentina Mora,Operaciones,Carlos Mendoza,PRJ-2025-029,Análisis de Datos Fase II,experimento,2024-07-09,59.4,SQL_app,confirmado,Parcialmente ejecutado,2024-07-09 09:31:54
1ef76e76-0d70-401a-981d-031046f744ba,PER-0117,Santiago Mora,Recursos Humanos,Laura Ospina,PRJ-2025-023,Mejora Continua Revisión,proyecto,2025-01-02,13.75,SQL_app,pendiente,Completado a tiempo,2025-01-02 17:26:09
683fd19e-5c7b-4316-8a58-ecffa0d936dd,PER-0071,Valentina Mora,Operaciones,Carlos Mendoza,PRJ-2025-024,Infraestructura Cloud Piloto,evolutivo,2024-08-05,10.65,SQL_app,pendiente,Completado a tiempo,2024-08-05 10:04:33
f7e77d4b-6623-49cc-aa4d-271ca81aa2ee,PER-0055,Jorge Torres,Infraestructura,Diego Castillo,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2024-08-31,4.77,SQL_app,confirmado,,2024-08-31 08:08:12
cd0541e1-df22-4821-b49d-f8df7b5303b0,PER-0025,Iván Flores,Calidad,Andrea Salcedo,PRJ-2025-055,Análisis de Datos Revisión,ausentismos,2024-06-05,4.96,SQL_app,confirmado,,2024-06-05 18:00:56
78661999-709b-4c10-8882-e519afa8db92,PER-0054,David Reyes,Recursos Humanos,Laura Ospina,PRJ-2025-020,Bienestar Revisión,mantenimiento,2025-01-11,16.47,SQL_app,pendiente,Revisión pendiente,2025-01-11 15:10:49
f72db18d-b27f-45ab-ac82-159ff76dfdb2,PER-0070,Juan Rojas,Otros,Roberto Gómez,PRJ-2025-031,Seguridad Revisión,otros,2024-08-01,10.0,SQL_app,pendiente,Parcialmente ejecutado,2024-08-01 14:20:16
4111821b-1e81-416d-9afb-2770156faa54,PER-0032,Ximena Suárez,Desarrollo,Juliana Torres,PRJ-2025-048,Gestión del Cambio Fase I,soporte,2024-05-18,13.62,SQL_app,confirmado,Revisión pendiente,2024-05-18 12:09:39
68911072-6e3a-4589-9c60-31f677e716aa,PER-0081,Mateo Mora,Recursos Humanos,Laura Ospina,PRJ-2025-047,Análisis de Datos Piloto,otros,2024-05-22,4.48,SQL_app,confirmado,Bloqueado por dependencia,2024-05-22 18:06:25
b9937d06-1951-4c7e-b52e-6a83c3fdfc31,PER-0031,Germán Mora,Comercial,Felipe Vargas,PRJ-2025-041,Gestión del Cambio Fase II,evolutivo,2024-12-09,0.45,SQL_app,confirmado,,2024-12-09 14:43:13
dbd2d4b0-ea74-43ff-843d-ec3b2a8b87c7,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-039,Mejora Continua Piloto,soporte,2024-07-19,0.79,SQL_app,confirmado,Revisión pendiente,2024-07-19 12:11:11
4e1d63cc-6298-449f-bfec-28c7cce9c207,PER-0046,Marcela Torres,Investigación,Natalia Duarte,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2024-07-18,7.88,SQL_app,confirmado,,2024-07-18 08:46:27
6531140d-aa7c-451c-8ec7-b843b955b742,PER-0073,Sofía Rodríguez,Comercial,Felipe Vargas,PRJ-2025-012,Automatización Revisión,ausentismos,2025-02-03,14.49,SQL_app,confirmado,Bloqueado por dependencia,2025-02-03 09:20:41
ff57798a-6bfc-4b4f-8052-1c9375a6e94c,PER-0038,Sofía Aguilar,Operaciones,Carlos Mendoza,PRJ-2025-053,Automatización Expansión,mantenimiento,2024-09-12,4.51,SQL_app,confirmado,Completado a tiempo,2024-09-12 11:26:07
498a0cef-2dd3-44b1-9dce-da812d434e14,PER-0080,Melissa Reyes,Investigación,Natalia Duarte,PRJ-2025-016,Seguridad Piloto,soporte,2024-10-12,20.15,SQL_app,confirmado,Completado a tiempo,2024-10-12 10:01:36
ff3382d2-6a54-4a5c-81ee-adf7f66ee70d,PER-0053,Ximena Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-042,Experiencia Cliente Fase I,evolutivo,2024-10-12,4.71,SQL_app,confirmado,OK,2024-10-12 09:57:28
a895b568-ecf0-4b9e-9019-b69544dc4b71,PER-0005,Camila García,Recursos Humanos,,PRJ-2025-037,Infraestructura Cloud Piloto,experimento,2025-03-25,24.54,SQL_app,confirmado,Atraso menor,2025-03-25 07:21:15
2afa181e-85dc-4616-aada-d5454aab8328,PER-0120,Daniel Pérez,Infraestructura,Diego Castillo,PRJ-2025-059,Transformación Digital Expansión,ausentismos,2024-08-15,31.38,SQL_app,pendiente,,2024-08-15 18:57:52
82a78928-2cd5-4d96-93d9-105f358ea80e,PER-0093,Jorge Ramírez,Desarrollo,Juliana Torres,PRJ-2025-015,Mejora Continua Expansión,proyecto,2025-01-28,2.04,SQL_app,confirmado,,2025-01-28 17:48:06
fd61503f-cea2-4faa-a7be-d70048c4138b,PER-0087,Sofía Martínez,Calidad,Andrea Salcedo,PRJ-2025-030,Automatización Revisión,mantenimiento,2025-04-25,7.39,SQL_app,confirmado,,2025-04-25 07:56:02
66319839-02f0-4854-b767-56855c41b284,PER-0070,Juan Rojas,Otros,Roberto Gómez,PRJ-2025-014,Transformación Digital Implementación,proyecto,2024-11-09,13.4,SQL_app,rechazado,Parcialmente ejecutado,2024-11-09 12:43:13
9660b696-f101-48d3-a89a-eb10e8a93fd7,PER-0067,María Muñoz,Soporte,Miguel Ríos,PRJ-2025-009,Bienestar Expansión,ausentismos,2024-10-02,16.63,SQL_app,confirmado,,2024-10-02 15:25:59
629f405c-c8e4-4a72-864d-b56afd373d5f,PER-0005,Camila García,Recursos Humanos,Laura Ospina,PRJ-2025-047,Análisis de Datos Piloto,otros,2025-02-20,1.76,SQL_app,pendiente,,2025-02-20 11:19:15
c1923ded-92f2-4a2b-8c16-329419f9d58e,PER-0099,Tatiana Vargas,Desarrollo,Juliana Torres,PRJ-2025-015,Mejora Continua Expansión,proyecto,2025-03-31,42.82,SQL_app,confirmado,,2025-03-31 08:22:53
c549a1b7-7a21-41f7-8aeb-d881f096ca66,PER-0018,Adriana Medina,Operaciones,Carlos Mendoza,PRJ-2025-031,Seguridad Revisión,otros,2025-02-11,9.09,SQL_app,corregido,,2025-02-11 09:41:36
7beb0091-5a81-4abe-b1d9-cca4e5cde902,PER-0056,Melissa García,Investigación,Natalia Duarte,PRJ-2025-021,Seguridad Piloto,experimento,2025-04-16,12.73,SQL_app,confirmado,,2025-04-16 10:30:17
0b5cb5f3-b35e-46da-af35-2fcca60c1227,PER-0040,Santiago Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-011,Gestión del Cambio Piloto,administrativo,2024-10-27,31.77,SQL_app,confirmado,,2024-10-27 13:30:05
f35dccf3-c78b-430c-84d8-7412bff63ff4,PER-0097,Stephanie Rojas,Calidad,Andrea Salcedo,PRJ-2025-047,Análisis de Datos Piloto,otros,2024-06-13,0.65,SQL_app,confirmado,,2024-06-13 09:46:09
d9deb0fb-ecd8-40cd-89d9-358464f02339,PER-0040,Santiago Martínez,Recursos Humanos,Laura Ospina,PRJ-2025-029,Análisis de Datos Fase II,experimento,2024-12-28,0.9,SQL_app,corregido,Atraso menor,2024-12-28 07:07:38
9c4c007a-7867-4492-92a2-45272a2bda35,PER-0089,Sofía Díaz,Investigación,Natalia Duarte,PRJ-2025-045,Experiencia Cliente Fase I,proyecto,2025-04-08,0.25,SQL_app,confirmado,Revisión pendiente,2025-04-08 08:39:46
c21b7f22-2f57-4b5c-864e-a5b8ebcb645a,PER-0084,Tatiana Suárez,Recursos Humanos,Laura Ospina,PRJ-2025-001,Gestión del Cambio Fase I,mantenimiento,2024-06-04,0.49,SQL_app,confirmado,Bloqueado por dependencia,2024-06-04 10:59:39
854aaf7a-1822-4112-99cc-38a0bb479118,PER-0049,Daniel Castro,Calidad,Andrea Salcedo,PRJ-2025-033,Mejora Continua Revisión,proyecto,2025-04-29,6.5,SQL_app,confirmado,,2025-04-29 07:42:11
fe0ebf45-7699-4b44-b21b-bce50e5aca94,PER-0006,Mateo Ramírez,Desarrollo,Juliana Torres,PRJ-2025-016,Seguridad Piloto,soporte,2025-05-12,5.92,SQL_app,confirmado,Completado a tiempo,2025-05-12 09:06:05
9da4683c-c71c-4ac1-9d6b-bf7b80a02a47,PER-0081,Mateo Mora,Recursos Humanos,Laura Ospina,PRJ-2025-017,Análisis de Datos Fase I,evolutivo,2024-11-15,63.03,SQL_app,confirmado,Revisión pendiente,2024-11-15 16:42:20
84ecef78-2ae3-4eb3-a69a-78d7fd67c6bb,PER-0094,Tatiana Rojas,Comercial,Felipe Vargas,PRJ-2025-025,Análisis de Datos Fase II,soporte,2025-01-22,162.72,SQL_app,pendiente,Requiere aprobación,2025-01-22 12:46:24
cc8a2a0c-fcb1-4485-a7ec-6546184e4d2b,PER-0056,Melissa García,Investigación,Natalia Duarte,PRJ-2025-059,Transformación Digital Expansión,ausentismos,2024-07-14,31.74,SQL_app,pendiente,,2024-07-14 17:36:38
a2281f0c-cca7-45bc-bed3-81614bd63235,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-013,Optimización Procesos Piloto,mantenimiento,2024-06-24,0.77,SQL_app,pendiente,,2024-06-24 14:07:09
6f57575f-7fa2-4b90-8747-32bb8ab72138,PER-0004,Sebastián Díaz,Investigación,Natalia Duarte,PRJ-2025-023,Mejora Continua Revisión,proyecto,2024-06-10,10.62,SQL_app,confirmado,Atraso menor,2024-06-10 10:54:01
3b856f9c-74d5-4cf8-bf03-0402fd8b7f47,PER-0021,Gabriel Suárez,Comercial,Felipe Vargas,PRJ-2025-013,Optimización Procesos Piloto,mantenimiento,2024-08-24,5.31,SQL_app,confirmado,Revisión pendiente,2024-08-24 13:07:23
007d0c3c-291c-4644-abdd-54ae0581410f,PER-0023,Héctor Pérez,Administrativo,Paola Herrera,PRJ-2025-060,Análisis de Datos Implementación,soporte,2024-12-11,89.1,SQL_app,confirmado,Parcialmente ejecutado,2024-12-11 18:46:05
0c1a9c17-9033-46bc-968f-ff3ff29b7ff2,PER-0113,Isabella Vargas,Calidad,Andrea Salcedo,PRJ-2025-016,Seguridad Piloto,administrativo,2025-01-21,92.99,SQL_app,confirmado,OK,2025-01-21 12:20:16
1501e788-3ad4-4323-9678-cbb67a082155,PER-0100,Paula Vargas,Administrativo,Paola Herrera,PRJ-2025-053,Automatización Expansión,mantenimiento,2025-05-05,10.51,SQL_app,confirmado,Completado a tiempo,2025-05-05 07:15:03
